segment_id,video_key,video_path,split,class_id,class_name,start_frame,end_frame,fps,n_frames
2878,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,1061,1088,30.0,4228
2879,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,1651,1691,30.0,4228
2880,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,2264,2298,30.0,4228
2881,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,2370,2401,30.0,4228
2882,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,2494,2521,30.0,4228
2883,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,2603,2617,30.0,4228
2884,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,3067,3085,30.0,4228
2885,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,3200,3219,30.0,4228
2886,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,3487,3505,30.0,4228
2887,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,3550,3568,30.0,4228
2888,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,1488,1542,30.0,4228
2889,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,0,Reach to Shelf,2734,2806,30.0,4228
2890,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,1544,1577,30.0,4228
2891,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,2330,2355,30.0,4228
2892,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,2440,2471,30.0,4228
2893,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,2561,2576,30.0,4228
2894,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,3102,3120,30.0,4228
2895,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,3351,3370,30.0,4228
2896,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,3532,3549,30.0,4228
2897,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,3642,3660,30.0,4228
2898,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,653,672,30.0,4228
2899,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,1095,1150,30.0,4228
2900,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,1817,1841,30.0,4228
2901,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,1874,1909,30.0,4228
2902,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,2627,2663,30.0,4228
2903,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,1,Retract from Shelf,2826,2858,30.0,4228
2904,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,1698,1787,30.0,4228
2905,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,1788,1817,30.0,4228
2906,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,2300,2327,30.0,4228
2907,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,2403,2438,30.0,4228
2908,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,2523,2559,30.0,4228
2909,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,2806,2826,30.0,4228
2910,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,3086,3101,30.0,4228
2911,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,3221,3310,30.0,4228
2912,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,3311,3349,30.0,4228
2913,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,3507,3529,30.0,4228
2914,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,2,Hand in Shelf,3570,3640,30.0,4228
2915,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,683,772,30.0,4228
2916,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,773,862,30.0,4228
2917,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,863,884,30.0,4228
2918,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,1151,1240,30.0,4228
2919,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,1241,1330,30.0,4228
2920,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,1331,1420,30.0,4228
2921,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,1421,1468,30.0,4228
2922,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,1842,1862,30.0,4228
2923,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,2666,2731,30.0,4228
2924,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,2878,2967,30.0,4228
2925,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,3,Inspect Product,2968,3000,30.0,4228
2926,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,191,280,30.0,4228
2927,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,281,370,30.0,4228
2928,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,371,460,30.0,4228
2929,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,461,550,30.0,4228
2930,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,551,608,30.0,4228
2931,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,889,978,30.0,4228
2932,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,979,1057,30.0,4228
2933,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,1580,1650,30.0,4228
2934,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,2202,2262,30.0,4228
2935,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,2472,2492,30.0,4228
2936,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,2577,2601,30.0,4228
2937,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,2858,2878,30.0,4228
2938,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3000,3066,30.0,4228
2939,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3121,3200,30.0,4228
2940,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3371,3460,30.0,4228
2941,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3461,3486,30.0,4228
2942,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3662,3751,30.0,4228
2943,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3752,3841,30.0,4228
2944,24_1,dataset\raw\Videos_MERL_Shopping_Dataset\24_1_crop.mp4,train,4,Inspect Shelf,3842,3900,30.0,4228
2945,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,177,194,30.0,4703
2946,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,748,832,30.0,4703
2947,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,884,931,30.0,4703
2948,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,1338,1366,30.0,4703
2949,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,1742,1807,30.0,4703
2950,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,2536,2576,30.0,4703
2951,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,2887,2923,30.0,4703
2952,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3113,3149,30.0,4703
2953,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3671,3706,30.0,4703
2954,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3945,3980,30.0,4703
2955,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,4365,4395,30.0,4703
2956,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,396,429,30.0,4703
2957,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,1204,1268,30.0,4703
2958,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,1494,1550,30.0,4703
2959,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,2210,2248,30.0,4703
2960,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,2665,2726,30.0,4703
2961,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3065,3085,30.0,4703
2962,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3363,3392,30.0,4703
2963,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,3781,3808,30.0,4703
2964,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,4075,4112,30.0,4703
2965,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,0,Reach to Shelf,4518,4546,30.0,4703
2966,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,431,449,30.0,4703
2967,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,833,882,30.0,4703
2968,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,1270,1303,30.0,4703
2969,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,1555,1579,30.0,4703
2970,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,2249,2281,30.0,4703
2971,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,2732,2767,30.0,4703
2972,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3088,3111,30.0,4703
2973,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3393,3433,30.0,4703
2974,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3809,3833,30.0,4703
2975,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,4112,4140,30.0,4703
2976,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,4549,4582,30.0,4703
2977,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,236,267,30.0,4703
2978,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,1003,1031,30.0,4703
2979,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,1368,1408,30.0,4703
2980,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,1810,1856,30.0,4703
2981,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,2577,2613,30.0,4703
2982,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,2925,2963,30.0,4703
2983,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3181,3239,30.0,4703
2984,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3707,3739,30.0,4703
2985,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,3982,4020,30.0,4703
2986,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,1,Retract from Shelf,4399,4434,30.0,4703
2987,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,2,Hand in Shelf,195,236,30.0,4703
2988,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,2,Hand in Shelf,933,1002,30.0,4703
2989,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,2,Hand in Shelf,3152,3180,30.0,4703
2990,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,270,359,30.0,4703
2991,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,360,393,30.0,4703
2992,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,1032,1121,30.0,4703
2993,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,1122,1202,30.0,4703
2994,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,1410,1491,30.0,4703
2995,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,1858,1947,30.0,4703
2996,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,1948,2037,30.0,4703
2997,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,2038,2127,30.0,4703
2998,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,2614,2664,30.0,4703
2999,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,2963,3052,30.0,4703
3000,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,3240,3329,30.0,4703
3001,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,3330,3363,30.0,4703
3002,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,3741,3781,30.0,4703
3003,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,4020,4073,30.0,4703
3004,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,3,Inspect Product,4435,4518,30.0,4703
3005,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,452,541,30.0,4703
3006,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,542,631,30.0,4703
3007,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,632,721,30.0,4703
3008,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,722,746,30.0,4703
3009,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,1303,1337,30.0,4703
3010,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,1582,1671,30.0,4703
3011,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,1672,1741,30.0,4703
3012,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,2132,2209,30.0,4703
3013,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,2768,2857,30.0,4703
3014,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,2858,2887,30.0,4703
3015,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,3434,3523,30.0,4703
3016,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,3524,3613,30.0,4703
3017,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,3614,3673,30.0,4703
3018,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,3835,3924,30.0,4703
3019,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,3925,3944,30.0,4703
3020,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,4144,4233,30.0,4703
3021,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,4234,4323,30.0,4703
3022,24_2,dataset\raw\Videos_MERL_Shopping_Dataset\24_2_crop.mp4,train,4,Inspect Shelf,4324,4363,30.0,4703
3023,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,286,314,30.0,4884
3024,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,667,701,30.0,4884
3025,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,1118,1140,30.0,4884
3026,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,1189,1225,30.0,4884
3027,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,1278,1312,30.0,4884
3028,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,1574,1602,30.0,4884
3029,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,2097,2133,30.0,4884
3030,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,2864,2911,30.0,4884
3031,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,3277,3300,30.0,4884
3032,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,3587,3642,30.0,4884
3033,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,3740,3761,30.0,4884
3034,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,4031,4085,30.0,4884
3035,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,4116,4142,30.0,4884
3036,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,4212,4238,30.0,4884
3037,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,4291,4312,30.0,4884
3038,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,4382,4403,30.0,4884
3039,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,494,524,30.0,4884
3040,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,2367,2423,30.0,4884
3041,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,0,Reach to Shelf,3117,3161,30.0,4884
3042,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,524,546,30.0,4884
3043,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,3258,3277,30.0,4884
3044,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,3301,3322,30.0,4884
3045,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,314,350,30.0,4884
3046,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,702,749,30.0,4884
3047,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,1156,1188,30.0,4884
3048,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,1250,1277,30.0,4884
3049,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,1332,1367,30.0,4884
3050,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,1603,1658,30.0,4884
3051,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,2135,2191,30.0,4884
3052,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,2998,3044,30.0,4884
3053,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,3643,3732,30.0,4884
3054,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,3786,3875,30.0,4884
3055,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,4085,4114,30.0,4884
3056,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,4143,4209,30.0,4884
3057,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,4240,4290,30.0,4884
3058,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,4314,4380,30.0,4884
3059,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,1,Retract from Shelf,4404,4473,30.0,4884
3060,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,1140,1155,30.0,4884
3061,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,1225,1250,30.0,4884
3062,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,1311,1331,30.0,4884
3063,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,2913,2999,30.0,4884
3064,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,3162,3251,30.0,4884
3065,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,2,Hand in Shelf,3760,3786,30.0,4884
3066,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,3,Inspect Product,352,441,30.0,4884
3067,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,3,Inspect Product,442,492,30.0,4884
3068,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,3,Inspect Product,2192,2281,30.0,4884
3069,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,3,Inspect Product,2282,2365,30.0,4884
3070,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,3,Inspect Product,3045,3116,30.0,4884
3071,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,176,265,30.0,4884
3072,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,266,281,30.0,4884
3073,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,546,635,30.0,4884
3074,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,636,665,30.0,4884
3075,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,782,871,30.0,4884
3076,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,872,961,30.0,4884
3077,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,962,1051,30.0,4884
3078,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,1052,1099,30.0,4884
3079,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,1372,1461,30.0,4884
3080,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,1462,1551,30.0,4884
3081,24_3,dataset\raw\Videos_MERL_Shopping_Dataset\24_3_crop.mp4,train,4,Inspect Shelf,1552,1572,30.0,4884
